feature,importance_gain,importance_split
cc_var_AMT_CREDIT_LIMIT_ACTUAL,73.91139409939449,13.066666666666668
cc_max_AMT_RECEIVABLE_PRINCIPAL_DIFF,145.7862927595774,13.066666666666666
cc_mean12_CNT_DRAWINGS_ATM_CURRENT,249.1504659553369,13.000000000000004
prev_closest_credit_defaulted,115.01278309424717,13.0
prev_recent_DAYS_TOTAL2,87.35504805246988,13.0
bureau_recent_AMT_LIMIT_RATIO,81.85969086885453,13.0
prev_NAME_CONTRACT_STATUS_mode_mean_encode,88.35463417172431,12.999999999999996
prev_recent_DAYS_TOTAL,81.0087300459544,12.866666666666669
cc_var_AMT_PAY_USE_RATIO,76.5200867096583,12.733333333333334
cc_var_AMT_BALANCE_RECIVABLE_RATIO,81.99107522964478,12.733333333333334
cc_mean4_AMT_DRAWINGS_CURRENT,114.37681315243245,12.533333333333331
cc_var_AMT_BALANCE,139.8807169318199,12.533333333333331
prev_recent_CNT_PAYMENT_DIFF,78.4053028821945,12.466666666666665
cc_scale_sum_AMT_PAY_USE_RATIO,74.54716350498299,12.466666666666665
cc_mean12_AMT_DRAWING_BALANCE_RATIO,94.90355231116216,12.466666666666665
bureau_sum_STATUS_TCNT_DPD_SUM,110.53200987974803,12.333333333333332
cc_var_AMT_TOTAL_RECEIVABLE,122.12989722887673,12.26666666666667
pos_mean_SK_DPD_DEF_SCALE,117.35240631103515,12.2
cc_scale_sum_CNT_ACCOUNT_W_MONTH,84.99577968815962,12.133333333333335
cc_var_AMT_RECEIVABLE_PRINCIPAL_DIFF,146.2533271551132,12.133333333333333
cc_NAME_CONTRACT_STATUS_mean_encode,76.51752676963807,12.133333333333333
cc_max_CNT_DRAWINGS_POS_CURRENT,78.85157601833343,12.000000000000002
prev_recent_NAME_PORTFOLIO_mean_encode,83.42971427490313,12.0
bureau_active_sum_AMT_LIMIT_RATIO,86.85121895074845,11.933333333333332
cc_scale_mean_scale_sum_CNT_DRAWINGS_ATM_CURRENT,251.61286880373956,11.933333333333332
bureau_sum_AMT_LIMIT_RATIO,89.99360796610516,11.666666666666668
prev_active_sum_AMT_OWE,82.4401130259037,11.6
prev_NAME_PORTFOLIO_mode_mean_encode,74.64051554302374,11.399999999999997
prev_sum_NAME_PAYMENT_TYPE_XNA,71.68349331989886,11.2
prev_sum_NAME_YIELD_GROUP_low_normal,61.026663382848106,11.2
CNT_FAM_MEMBERS,89.31541078885395,11.133333333333333
FLOORSMIN_MODE,71.45630775888762,11.066666666666666
cc_mean_AMT_DRAWING_ATM_RATIO,66.294081813097,11.000000000000002
cc_var_AMT_CREDIT_USE_RATIO,74.99384433031081,10.933333333333334
prev_sum_CHANNEL_TYPE_Country-wide,67.02611104846002,10.933333333333334
cc_scale_sum_AMT_DRAWINGS_ATM_CURRENT,125.83116345405578,10.8
FONDKAPREMONT_MODE,60.00592946211498,10.8
pos_mean_SK_DPD_DEF,74.31945535341899,10.733333333333333
cc_max_AMT_DRAWINGS_ATM_CURRENT,78.54383854071298,10.733333333333333
cc_mean4_AMT_BALANCE,141.71910595297814,10.733333333333333
cc_mean12_AMT_DRAWINGS_ATM_CURRENT,128.1027705470721,10.533333333333335
FLAG_DOCUMENT_8,70.76936474641164,10.466666666666667
prev_sum_NAME_YIELD_GROUP_middle,62.41714323759079,10.466666666666665
prev_sum_NAME_PRODUCT_TYPE_x-sell,80.57213156223297,10.333333333333332
bureau_min_MONTH_LAST_DPD,91.94415912628173,10.266666666666667
prev_sum_NAME_PRODUCT_TYPE_XNA,66.83875843087833,10.2
cc_mean12_CNT_DRAWINGS_CURRENT,97.07120630343755,10.2
pos_sum_SK_DPD_DEF_SCALE,76.95707466962438,10.133333333333335
bureau_active_sum_AMT_CREDIT_SUM_LIMIT,73.41395803292592,10.133333333333335
FLOORSMAX_MODE,81.75786759853364,10.133333333333333
bureau_sum_AMT_CREDIT_SUM_LIMIT,67.09966551065445,10.066666666666666
prev_sum_CHANNEL_TYPE_Regional / Local,52.67944045066834,10.0
cc_var_AMT_DRAWING_ATM_RATIO,62.36799178123474,10.0
cc_max_AMT_BALANCE_RECIVABLE_RATIO,67.22406662752232,9.933333333333334
cc_scale_sum_AMT_DRAWINGS_CURRENT,86.07031779289245,9.866666666666669
prev_sum_NAME_CONTRACT_TYPE_Cash loans,65.06606470743814,9.866666666666667
cc_scale_mean_scale_sum_CNT_DRAWINGS_CURRENT,92.90686373313267,9.866666666666665
cc_var_AMT_DRAWINGS_ATM_CURRENT,91.7154515226682,9.8
cc_scale_mean_scale_sum_AMT_DRAWINGS_ATM_CURRENT,112.15397417545319,9.733333333333334
cc_Active,69.01959975163142,9.666666666666666
cc_mean_AMT_CREDIT_USE_RATIO,60.699869783719386,9.533333333333333
bureau_active_sum_AMT_MAX_OVERDUE_RATIO,72.53925242424012,9.533333333333333
cc_mean4_AMT_TOTAL_RECEIVABLE,125.59158314069111,9.399999999999999
cc_scale_mean_scale_sum_AMT_PAY_INST_DIFF,65.96885950565338,9.333333333333332
cc_mean36_AMT_BALANCE_RECIVABLE_RATIO,54.43734567115704,9.266666666666667
cc_mean12_AMT_CREDIT_LIMIT_ACTUAL,66.2348896543185,9.133333333333333
cc_var_AMT_DRAWING_BALANCE_RATIO,67.78101331343254,9.133333333333331
cc_var_CNT_DRAWINGS_ATM_CURRENT,89.4708900054296,9.066666666666666
cc_mean36_AMT_CREDIT_LIMIT_ACTUAL,63.90164247353871,9.066666666666666
cc_mean4_AMT_PAYMENT_TOTAL_CURRENT,62.78203857739767,8.866666666666667
prev_recent_DAYS_END_DIFF,56.26055329839388,8.733333333333333
cc_max_AMT_CREDIT_USE_RATIO,58.51503471533458,8.6
LIVE_CITY_NOT_WORK_CITY,42.86280121008556,8.466666666666665
cc_mean12_AMT_DRAWINGS_CURRENT,82.68660216331482,8.4
prev_sum_NAME_PAYMENT_TYPE_Cash through the bank,57.22556039094925,8.333333333333334
cc_scale_sum_AMT_CREDIT_USE_RATIO,56.10863931179047,8.333333333333332
cc_mean_AMT_BALANCE_RECIVABLE_RATIO,57.88591610590616,8.266666666666667
cc_var_CNT_DRAWINGS_POS_CURRENT,66.5007444302241,8.266666666666666
cc_mean12_AMT_PAY_INST_DIFF,59.34421420097351,8.2
cc_max_AMT_DRAWINGS_CURRENT,58.43739654123783,8.2
prev_sum_NAME_CLIENT_TYPE_Repeater,53.70941739082336,8.2
cc_var_AMT_DRAWINGS_POS_RATIO,54.47315977745069,8.2
cc_var_AMT_PAY_INST_DIFF,54.455439297358204,8.133333333333335
cc_var_AMT_INST_MIN_REGULARITY,80.9289398431778,8.133333333333333
pos_count,85.60688619315624,8.0
prev_sum_NAME_YIELD_GROUP_high,54.094855489333476,8.0
pos_max_SK_DPD,54.01837462584179,7.9333333333333345
prev_sum_CHANNEL_TYPE_Stone,52.226030842463175,7.933333333333333
NEW_LIVE_IND_SUM,56.332537742455806,7.866666666666667
prev_refused_RATE_DOWN_PAYMENT_MEAN,60.25716634194056,7.866666666666665
prev_sum_NAME_PORTFOLIO_POS,51.07458469072977,7.8
cc_max_AMT_PAY_INST_DIFF,54.82423917849859,7.733333333333334
prev_refused_AMT_DOWN_PAYMENT_MAX,47.629707256952926,7.666666666666667
cc_max_AMT_TOTAL_RECEIVABLE,71.47819759051006,7.666666666666666
ELEVATORS_MODE,58.37380078633627,7.6
cc_scale_sum_AMT_BALANCE_RECIVABLE_RATIO,52.88896672626337,7.6
cc_mean36_AMT_PAY_INST_DIFF,54.32438600858053,7.533333333333334
pos_NAME_CONTRACT_STATUS_CNT_Completed,61.869880604743955,7.533333333333334
prev_count,52.82955003182093,7.533333333333333
bureau_max_MONTH_LAST_DPD,69.39184069633484,7.533333333333333
prev_sum_DEFAULTED,83.93106237252555,7.4
prev_sum_NAME_CONTRACT_TYPE_Revolving loans,32.82238828452925,7.333333333333333
cc_mean_AMT_PAYMENT_TOTAL_CURRENT,49.71740122909347,7.2
cc_max_AMT_BALANCE,82.54870859781902,7.2
cc_scale_sum_AMT_DRAWINGS_POS_RATIO,55.0484912554423,7.2
bureau_recent_AMT_CREDIT_SUM_LIMIT,45.446225142478944,7.133333333333335
cc_mean36_AMT_CREDIT_USE_RATIO,47.56203819910685,7.133333333333333
cc_max_AMT_PAYMENT_TOTAL_CURRENT,50.807531507809955,7.133333333333333
cc_min_AMT_RECEIVABLE_PRINCIPAL_DIFF,43.27419013977051,7.133333333333333
prev_sum_NAME_CONTRACT_TYPE_Consumer loans,54.196883038307234,7.066666666666667
prev_sum_NAME_TYPE_SUITE_Family,46.31103156805039,7.0
prev_sum_CODE_REJECT_REASON_XAP,56.936332960923515,7.0
cc_scale_sum_AMT_BALANCE_CREDIT_RATIO,60.21842188835144,6.933333333333333
FLAG_PHONE,36.985814674695334,6.933333333333333
cc_var_AMT_PAYMENT_CURRENT,46.39953792095184,6.866666666666665
cc_scale_sum_CNT_DRAWINGS_CURRENT,68.61704972982406,6.866666666666665
cc_CNT_INSTALMENT_MATURE_CUM,46.061242842674254,6.733333333333334
cc_scale_mean_scale_sum_AMT_BALANCE_RECIVABLE_RATIO,43.89115572373072,6.733333333333334
cc_mean_AMT_PAY_INST_DIFF,47.6003197868665,6.733333333333334
cc_scale_mean_scale_sum_AMT_DRAWING_ATM_RATIO,69.37540053129196,6.666666666666667
bureau_sum_STATUS_12CNT_DPD_MEAN,70.03333535194398,6.6
cc_mean_CNT_DRAWINGS_ATM_CURRENT,59.393155455589294,6.6
cc_mean12_AMT_BALANCE_CREDIT_RATIO,85.45066775480906,6.6
cc_mean12_AMT_DRAWING_ATM_RATIO,76.05335843761762,6.6
prev_sum_NAME_YIELD_GROUP_XNA,45.148747134208676,6.533333333333334
prev_sum_NFLAG_INSURED_ON_APPROVAL,40.11253268321355,6.533333333333333
cc_var_AMT_PAYMENT_TOTAL_CURRENT,45.534297724564865,6.466666666666667
cc_mean_AMT_RECEIVABLE_PRINCIPAL_DIFF,45.082783937454224,6.333333333333333
cc_mean12_AMT_PAY_USE_RATIO,42.96848314205805,6.333333333333333
prev_sum_NAME_CONTRACT_STATUS_Canceled,35.40669672091802,6.333333333333333
prev_sum_NAME_CLIENT_TYPE_Refreshed,44.55233041445414,6.2666666666666675
prev_refused_AMT_DOWN_PAYMENT_MEAN,41.68147564108173,6.2666666666666675
cc_scale_sum_AMT_PAY_INST_DIFF,43.45811539491018,6.2666666666666675
cc_mean36_AMT_DRAWING_BALANCE_RATIO,45.463797378540036,6.2666666666666675
cc_mean36_CNT_DRAWINGS_ATM_CURRENT,79.0224011739095,6.2666666666666675
cc_mean4_AMT_PAYMENT_CURRENT,42.38358501990636,6.2
cc_mean_AMT_BALANCE_CREDIT_RATIO,47.88000867366791,6.2
prev_sum_NAME_PRODUCT_TYPE_walk-in,39.52619876861572,6.066666666666667
cc_scale_sum_AMT_DRAWING_BALANCE_RATIO,38.874865378936136,6.066666666666666
cc_scale_mean_scale_sum_AMT_DRAWINGS_CURRENT,61.60880994796753,6.0666666666666655
cc_mean4_AMT_CREDIT_USE_RATIO,50.83391044934591,6.000000000000001
cc_mean36_AMT_PAY_USE_RATIO,39.9063602566719,5.999999999999999
cc_scale_mean_scale_sum_AMT_PAY_USE_RATIO,40.07245670159658,5.999999999999999
cc_mean4_AMT_CREDIT_LIMIT_ACTUAL,51.66864610513052,5.9333333333333345
prev_sum_CODE_REJECT_REASON_HC,41.29767118295034,5.9333333333333345
cc_max_CNT_DRAWINGS_ATM_CURRENT,58.878933580716456,5.866666666666667
inst_count,45.9990715265274,5.866666666666666
FLAG_OWN_CAR,139.89077423413593,5.866666666666665
cc_scale_mean_scale_sum_AMT_DRAWING_BALANCE_RATIO,38.73552875816822,5.866666666666665
cc_scale_mean_scale_sum_AMT_RECEIVABLE_PRINCIPAL_DIFF,59.427193252245594,5.8
cc_max_AMT_PAYMENT_CURRENT,43.10023665030797,5.733333333333334
cc_mean_AMT_PAYMENT_CURRENT,34.65040864348411,5.666666666666667
cc_mean36_AMT_DRAWING_ATM_RATIO,42.54139235417049,5.666666666666667
cc_scale_mean_scale_sum_AMT_BALANCE_CREDIT_RATIO,54.17628276646137,5.6
prev_refused_RATE_DOWN_PAYMENT_MAX,41.40302806695303,5.533333333333333
prev_sum_NAME_PORTFOLIO_XNA,35.67909090518951,5.466666666666667
cc_mean36_AMT_DRAWINGS_ATM_CURRENT,60.44254989425341,5.466666666666666
cc_scale_sum_AMT_DRAWING_ATM_RATIO,48.71947923501333,5.4
cc_mean4_AMT_BALANCE_RECIVABLE_RATIO,37.25870192249616,5.4
bureau_recent_CREDIT_CURRENCY_mean_encode,34.757128159205116,5.4
pos_NAME_CONTRACT_STATUS_CNT_Signed,33.01759462356567,5.3999999999999995
prev_sum_NAME_PORTFOLIO_Cash,35.443477996190396,5.333333333333333
cc_mean_AMT_DRAWING_BALANCE_RATIO,37.833486859003706,5.266666666666667
prev_recent_DEFAULTED,63.35304462114969,5.200000000000001
pos_max_SK_DPD_DEF,31.67131499449412,5.2
cc_scale_sum_AMT_RECEIVABLE_PRINCIPAL_DIFF,42.136899554481104,5.133333333333334
prev_sum_NAME_YIELD_GROUP_low_action,34.92265213330587,5.133333333333334
prev_sum_CODE_REJECT_REASON_SCO,24.196888597806296,5.133333333333334
cc_mean_CNT_DRAWINGS_CURRENT,41.103703324000044,5.133333333333333
cc_scale_sum_AMT_PAYMENT_CURRENT,33.453172131379446,5.133333333333333
CNT_CHILDREN,31.72941734790802,5.066666666666667
cc_mean36_AMT_RECEIVABLE_PRINCIPAL_DIFF,42.62849419911702,5.066666666666666
cc_scale_mean_scale_sum_AMT_PAYMENT_TOTAL_CURRENT,38.75529936949412,5.0
cc_mean36_AMT_BALANCE_CREDIT_RATIO,40.131237324078874,5.0
cc_mean4_CNT_DRAWINGS_POS_CURRENT,32.20206788207094,4.999999999999999
cc_mean_AMT_INST_MIN_REGULARITY,34.755772074063614,4.933333333333333
prev_refused_SK_ID_PREV_COUNT,29.170140570402147,4.933333333333333
cc_scale_mean_scale_sum_AMT_CREDIT_USE_RATIO,32.89776787559191,4.866666666666667
cc_mean4_AMT_DRAWINGS_POS_RATIO,34.640385723114015,4.866666666666666
cc_scale_sum_AMT_PAYMENT_TOTAL_CURRENT,35.298983454704285,4.866666666666666
cc_mean36_AMT_DRAWINGS_CURRENT,41.84303879737853,4.8
cc_mean12_AMT_BALANCE_RECIVABLE_RATIO,30.97516659100851,4.733333333333333
cc_max_AMT_DRAWINGS_POS_RATIO,34.79156785011291,4.733333333333333
prev_sum_NAME_CONTRACT_STATUS_Approved,38.99797404607136,4.7333333333333325
cc_mean12_AMT_DRAWINGS_POS_RATIO,30.923126014073688,4.666666666666667
cc_mean36_AMT_PAYMENT_CURRENT,31.034698168436687,4.666666666666667
prev_recent_NAME_PRODUCT_TYPE,32.369535489877066,4.666666666666667
cc_mean_AMT_TOTAL_RECEIVABLE,35.39364998737971,4.666666666666666
cc_mean12_CNT_DRAWINGS_POS_CURRENT,31.973372908433284,4.4
cc_scale_mean_scale_sum_AMT_DRAWINGS_POS_RATIO,30.500893274943035,4.333333333333333
AMT_REQ_CREDIT_BUREAU_WEEK,29.43982874552409,4.2666666666666675
cc_mean12_AMT_PAYMENT_CURRENT,28.979365142931545,4.2666666666666675
cc_mean_CNT_DRAWINGS_POS_CURRENT,32.25962209701538,4.266666666666667
cc_var_AMT_DRAWINGS_CURRENT,32.34729588826498,4.200000000000001
cc_mean12_AMT_TOTAL_RECEIVABLE,44.90883907874425,4.199999999999999
cc_max_AMT_CREDIT_LIMIT_ACTUAL,26.59708595275879,4.133333333333334
prev_sum_CHANNEL_TYPE_Contact center,26.219371922810875,4.133333333333333
cc_mean12_AMT_CREDIT_USE_RATIO,32.90203928450743,4.133333333333333
cc_max_AMT_INST_MIN_REGULARITY,33.01061846812566,4.066666666666667
cc_mean_AMT_DRAWINGS_CURRENT,31.039471260706584,4.066666666666667
cc_mean12_AMT_PAYMENT_TOTAL_CURRENT,29.77702864011129,4.066666666666667
cc_mean36_AMT_PAYMENT_TOTAL_CURRENT,29.335362736384077,4.066666666666667
cc_mean36_CNT_DRAWINGS_CURRENT,30.647609908878803,4.000000000000001
cc_mean_AMT_DRAWINGS_ATM_CURRENT,40.92397344907125,4.0
bureau_CREDIT_CURRENCY_mode_mean_encode,25.269851279258727,3.9333333333333336
prev_sum_NAME_CLIENT_TYPE_New,20.293375476201373,3.9333333333333336
FLAG_OWN_REALTY,25.522762004534407,3.866666666666667
cc_mean12_AMT_BALANCE,37.64662263393402,3.866666666666667
cc_min_AMT_TOTAL_RECEIVABLE,25.613286161422728,3.8666666666666663
prev_sum_NAME_CONTRACT_STATUS_Refused,26.640624809265137,3.8
cc_mean_SK_DPD,25.365305280685426,3.8
cc_scale_mean_scale_sum_CNT_DRAWINGS_POS_CURRENT,28.60835849444071,3.733333333333333
cc_scale_mean_scale_sum_AMT_PAYMENT_CURRENT,23.961590504646303,3.6
cc_mean_AMT_BALANCE,27.017912022272746,3.6
cc_mean4_AMT_DRAWINGS_OTHER_RATIO,10.4241499821345,3.6
ADULT_RATIO,24.79884192943573,3.5333333333333328
cc_mean36_AMT_DRAWINGS_POS_RATIO,24.419454741477967,3.4666666666666672
cc_mean_AMT_DRAWINGS_POS_RATIO,24.207285857200624,3.4666666666666663
cc_var_SK_DPD,16.47062677542369,3.4666666666666663
cc_scale_mean_scale_sum_SK_DPD_DEF,17.498155943552653,3.4
prev_recent_NFLAG_INSURED_ON_APPROVAL,23.454117202758788,3.333333333333333
AMT_REQ_CREDIT_BUREAU_MON,18.812271269162498,3.333333333333333
cc_Signed,12.596148665746053,3.2666666666666666
prev_recent_DAYS_FIRST_DRAWING,20.59852944215139,3.2
prev_sum_CHANNEL_TYPE_Channel of corporate sales,11.09002267519633,3.2
cc_scale_mean_scale_sum_AMT_BALANCE,28.91580685377121,3.1333333333333333
REG_CITY_NOT_WORK_CITY,21.630394061406456,2.9333333333333336
cc_mean36_CNT_DRAWINGS_POS_CURRENT,21.951769351959225,2.933333333333333
prev_approved_SK_ID_PREV_COUNT,22.963168645898502,2.9333333333333327
cc_scale_sum_CNT_DRAWINGS_POS_CURRENT,20.107535743713377,2.9333333333333327
cc_scale_sum_AMT_TOTAL_RECEIVABLE,19.002557917435965,2.8666666666666667
AMT_REQ_CREDIT_BUREAU_DAY,11.048272029558818,2.7333333333333334
cc_mean12_AMT_RECEIVABLE_PRINCIPAL_DIFF,25.874352463086446,2.7333333333333334
cc_scale_sum_AMT_BALANCE,24.901264929771425,2.666666666666667
cc_max_SK_DPD,9.245884641011555,2.666666666666667
REG_REGION_NOT_WORK_REGION,12.593227299054465,2.6
bureau_sum_STATUS_12CNT_DPD_SUM,25.585248104731242,2.5999999999999996
cc_scale_mean_scale_sum_AMT_TOTAL_RECEIVABLE,23.66996255616347,2.5999999999999996
cc_mean_SK_DPD_DEF,16.082536713282266,2.533333333333333
bureau_active_avg_AMT_CREDIT_SUM_OVERDUE,13.665557241439823,2.466666666666667
cc_max_AMT_DRAWING_ATM_RATIO,18.909107875823974,2.466666666666666
cc_mean12_AMT_INST_MIN_REGULARITY,15.691637637217841,2.4
prev_active_sum_AMT_DOWN_PAYMENT,17.011004662513734,2.4
cc_mean4_AMT_INST_MIN_REGULARITY,17.200409269332887,2.4
cc_scale_sum_AMT_INST_MIN_REGULARITY,17.319062401851017,2.333333333333333
cc_mean36_AMT_INST_MIN_REGULARITY,15.210338004430136,2.2
cc_mean36_AMT_BALANCE,14.796697640419003,2.1999999999999997
cc_scale_sum_SK_DPD,13.98168536822001,2.1333333333333333
cc_mean36_AMT_TOTAL_RECEIVABLE,14.921651347478232,2.0666666666666664
prev_sum_CODE_REJECT_REASON_LIMIT,14.892796279986698,2.0666666666666664
prev_recent_NAME_CLIENT_TYPE,21.47717005411784,2.0666666666666664
NAME_CONTRACT_TYPE,28.258447996775306,2.0
cc_scale_mean_scale_sum_AMT_INST_MIN_REGULARITY,13.12839424610138,2.0
cc_scale_mean_scale_sum_SK_DPD,11.748758109410604,1.9333333333333331
FLAG_DOCUMENT_18,13.67108600139618,1.8666666666666667
cc_var_AMT_DRAWINGS_OTHER_RATIO,8.249640655517577,1.8666666666666667
bureau_sum_AMT_CREDIT_SUM_OVERDUE,12.937584122021994,1.8
cc_MONTH_LAST_DPD,11.374452686309814,1.8
prev_recent_NAME_CONTRACT_TYPE,15.803005282084149,1.8
cc_var_SK_DPD_DEF,11.040539995829265,1.7333333333333332
prev_recent_NAME_CONTRACT_STATUS,13.224675289789834,1.5999999999999999
"prev_sum_NAME_TYPE_SUITE_Spouse, partner",10.732931546370189,1.5999999999999999
cc_MONTHS_BALANCE,9.757141224543254,1.5333333333333332
cc_Completed,7.232883969942728,1.5333333333333332
FLAG_DOCUMENT_11,4.275116682052612,1.4666666666666668
REG_REGION_NOT_LIVE_REGION,4.573003268241882,1.4666666666666668
cc_scale_sum_SK_DPD_DEF,8.750621954600017,1.4666666666666666
LIVE_REGION_NOT_WORK_REGION,5.154244033495585,1.3333333333333333
pos_NAME_CONTRACT_STATUS_CNT_Returned to the store,5.063376633326213,1.2666666666666668
prev_sum_CHANNEL_TYPE_AP+ (Cash loan),8.41155325571696,1.2666666666666666
prev_sum_NAME_PORTFOLIO_Cards,8.250075928370158,1.2666666666666664
bureau_AMT_SUM_OVERDUE_TOTAL_RATIO,5.801678649584453,1.2
prev_recent_NAME_PAYMENT_TYPE,9.835310014088948,1.2
prev_sum_CODE_REJECT_REASON_SCOFR,8.872371451059978,1.1333333333333333
EMERGENCYSTATE_MODE,8.631663672129314,1.1333333333333333
FLAG_EMAIL,5.330904698371887,1.0
cc_scale_mean_scale_sum_AMT_DRAWINGS_OTHER_RATIO,3.927899289131164,1.0
bureau_active_AMT_SUM_OVERDUE_TOTAL_RATIO,4.39261309703191,0.9333333333333333
bureau_active_sum_AMT_CREDIT_SUM_OVERDUE,6.880508613586426,0.9333333333333333
prev_sum_NAME_CONTRACT_STATUS_Unused offer,6.9336615085601805,0.9333333333333332
HOUSETYPE_MODE,4.212109305461248,0.8666666666666666
FLAG_DOCUMENT_6,6.293556038538616,0.8
cc_mean4_SK_DPD,4.812172015508016,0.7333333333333334
bureau_active_avg_CREDIT_DAY_OVERDUE,3.565092658996582,0.7333333333333332
prev_sum_NAME_TYPE_SUITE_Other_B,4.7896160125732425,0.6666666666666666
FLAG_EMP_PHONE,7.593036810557048,0.5999999999999999
bureau_sum_CNT_CREDIT_PROLONG,1.786349368095398,0.5333333333333334
bureau_active_sum_AMT_SUM_OVERDUE_RATIO,3.4968340237935385,0.5333333333333333
cc_max_AMT_PAY_USE_RATIO,4.831331984202067,0.5333333333333333
cc_max_CNT_DRAWINGS_OTHER_CURRENT,1.5546379725138346,0.5333333333333333
bureau_active_avg_AMT_SUM_OVERDUE_RATIO,2.7500445216894147,0.4666666666666667
cc_mean12_SK_DPD_DEF,1.8500800132751465,0.4666666666666667
cc_var_CNT_DRAWINGS_OTHER_CURRENT,2.206458020210266,0.4666666666666666
cc_max_AMT_DRAWINGS_OTHER_RATIO,3.3256072680155433,0.4666666666666666
cc_mean36_SK_DPD_DEF,2.3014806667963663,0.4666666666666666
prev_avg_RATE_INTEREST_PRIMARY,2.8753072738647463,0.4
bureau_active_avg_DAYS_ENDDATE_FACT,1.0987253348032633,0.4
cc_scale_mean_scale_sum_CNT_DRAWINGS_OTHER_CURRENT,2.3361426989237466,0.4
bureau_active_sum_CNT_CREDIT_PROLONG,1.7870213190714517,0.4
cc_mean12_SK_DPD,2.4054293473561605,0.4
bureau_active_sum_CREDIT_DAY_OVERDUE,0.8858819882074991,0.33333333333333337
pos_recent_SK_DPD,2.59274001121521,0.3333333333333333
cc_mean36_SK_DPD,2.226471964518229,0.3333333333333333
prev_sum_NAME_TYPE_SUITE_Children,2.26395533879598,0.3333333333333333
cc_scale_sum_CNT_DRAWINGS_OTHER_CURRENT,0.9460973103841146,0.26666666666666666
bureau_active_avg_CNT_CREDIT_PROLONG,1.8127213795979817,0.26666666666666666
prev_avg_RATE_INTEREST_PRIVILEGED,1.5552300294240315,0.26666666666666666
cc_mean12_AMT_DRAWINGS_OTHER_RATIO,0.8310253302256265,0.26666666666666666
cc_mean_AMT_DRAWINGS_OTHER_RATIO,1.8548906803131104,0.26666666666666666
cc_scale_sum_AMT_DRAWINGS_OTHER_RATIO,1.495426670710246,0.26666666666666666
prev_active_count,2.1195006370544434,0.26666666666666666
bureau_avg_CREDIT_DAY_OVERDUE,0.7624174860616525,0.2
bureau_sum_CREDIT_DAY_OVERDUE,0.6987359921137493,0.2
prev_sum_NAME_TYPE_SUITE_Other_A,1.5575953483581544,0.2
AMT_REQ_CREDIT_BUREAU_TOTAL,0.8333266894022625,0.2
bureau_sum_AMT_SUM_OVERDUE_RATIO,0.7592153231302897,0.2
pos_recent_SK_DPD_DEF,1.5950833638509114,0.13333333333333333
cc_mean36_AMT_DRAWINGS_OTHER_RATIO,0.644922669728597,0.13333333333333333
FLAG_DOCUMENT_16,1.316564687093099,0.13333333333333333
prev_recent_RATE_INTEREST_PRIVILEGED,0.8955140113830566,0.13333333333333333
inst_max_AMT_PAYMENT_PERC,1.277047348022461,0.13333333333333333
prev_sum_NAME_TYPE_SUITE_Group of people,0.08045799732208252,0.06666666666666667
AMT_REQ_CREDIT_BUREAU_HOUR,0.5375253041585286,0.06666666666666667
cc_mean4_SK_DPD_DEF,0.5139840126037598,0.06666666666666667
cc_mean12_CNT_DRAWINGS_OTHER_CURRENT,0.026308399438858033,0.06666666666666667
prev_sum_CODE_REJECT_REASON_XNA,0.43135534922281904,0.06666666666666667
bureau_sum_CREDIT_ACTIVE_Sold,0.5285880088806152,0.06666666666666667
cc_SK_DPD,0.11054000059763591,0.06666666666666667
cc_var_CNT_ACCOUNT_W_MONTH,0.0,0.0
bureau_recent_CNT_CREDIT_PROLONG,0.0,0.0
prev_sum_NAME_PORTFOLIO_Cars,0.0,0.0
FLAG_DOCUMENT_20,0.0,0.0
FLAG_DOCUMENT_19,0.0,0.0
bureau_recent_CREDIT_DAY_OVERDUE,0.0,0.0
FLAG_DOCUMENT_17,0.0,0.0
cc_Sent proposal,0.0,0.0
FLAG_DOCUMENT_15,0.0,0.0
cc_SK_DPD_DEF,0.0,0.0
FLAG_DOCUMENT_14,0.0,0.0
bureau_sum_CREDIT_ACTIVE_Bad debt,0.0,0.0
bureau_sum_CREDIT_CURRENCY_currency 2,0.0,0.0
prev_sum_NAME_PAYMENT_TYPE_Non-cash from your account,0.0,0.0
bureau_sum_CREDIT_CURRENCY_currency 3,0.0,0.0
FLAG_DOCUMENT_13,0.0,0.0
cc_mean36_CNT_DRAWINGS_OTHER_CURRENT,0.0,0.0
FLAG_CONT_MOBILE,0.0,0.0
cc_mean36_CNT_ACCOUNT_W_MONTH,0.0,0.0
bureau_sum_CREDIT_CURRENCY_currency 4,0.0,0.0
pos_NAME_CONTRACT_STATUS_CNT_XNA,0.0,0.0
bureau_used_other_currency,0.0,0.0
cc_Approved,0.0,0.0
cc_Demand,0.0,0.0
FLAG_DOCUMENT_21,0.0,0.0
prev_sum_NAME_PAYMENT_TYPE_Cashless from the account of the employer,0.0,0.0
cc_max_SK_DPD_DEF,0.0,0.0
pos_NAME_CONTRACT_STATUS_CNT_Amortized debt,0.0,0.0
cc_mean_CNT_DRAWINGS_OTHER_CURRENT,0.0,0.0
cc_mean_CNT_ACCOUNT_W_MONTH,0.0,0.0
cc_max_CNT_ACCOUNT_W_MONTH,0.0,0.0
prev_sum_CHANNEL_TYPE_Car dealer,0.0,0.0
prev_sum_CODE_REJECT_REASON_SYSTEM,0.0,0.0
prev_sum_CODE_REJECT_REASON_VERIF,0.0,0.0
prev_recent_RATE_INTEREST_PRIMARY,0.0,0.0
